dist,walk,ride,bike,car,pt
18500,0.0,0.117032924888053,0.0,0.4955546994483054,0.3874123756636416
18600,0.0,0.16923403707913529,0.0,0.7323873289833548,0.09837863393750998
18700,0.0,0.184369427531667,0.0,0.7809638435882698,0.034666728880063426
18800,0.0,0.18686137775096387,0.0,0.7817614192681706,0.03137720298086564
18900,0.0,0.18743947121689283,0.0,0.7827193567826093,0.029841172000497792
19000,0.000543752766931746,0.1875244607627529,0.0,0.782595531817532,0.029336254652783483
19100,0.00278440231595283,0.188202796278392,0.0,0.7810981018287602,0.02791469957689489
19200,0.00623474476885218,0.18894079523107554,0.0,0.7761373239922194,0.028687136007852915
19300,0.010528884235206645,0.18570881755312624,0.0,0.7622237445872726,0.041538553624394695
19400,0.016002460257003533,0.17080057373466753,0.0,0.7434722345319554,0.06972473147637344
19500,0.024056155824863437,0.1356470879138416,0.0,0.718772697767051,0.1215240584942439
19600,0.03356406161166153,0.08323416305028677,0.0,0.688556535393996,0.19464523994405575
19700,0.0341146146245815,0.06524607932205598,0.0,0.6882866553201119,0.21235265073325052
19800,0.03086938280354299,0.06683896105675592,0.0,0.6960420621617204,0.2062495939779808
19900,0.026132407610264967,0.06800774630732966,0.0,0.6996479522225052,0.20621189385990024
20000,0.018557080701861177,0.0695557778851831,0.0,0.7119245830337789,0.19996255837917687
20100,0.009623323854815452,0.07106371197436985,0.0,0.7346366641218419,0.18467630004897265
20200,0.0022982642350797785,0.07204567106422702,0.0,0.7603532086177244,0.1653028560829689
20300,0.0,0.07969155230189845,0.0,0.7808448442625058,0.13946360343559586
20400,0.0,0.12459297469346055,0.0,0.7676506414001806,0.1077563839063588
20500,0.0,0.19246053176224434,0.0,0.7022170132252743,0.10532245501248137
20600,0.0,0.21989265011336195,0.0,0.6871749634704014,0.09293238641623668
20700,0.0,0.22590607011314587,0.0,0.6932560070686526,0.0808379228182014
20800,0.0,0.22859885261375829,0.0,0.6951909033782193,0.07621024400802251
20900,0.0,0.23172634447849108,0.000800746826681228,0.6955003773543558,0.07197253134047195
21000,0.0,0.23552229465087382,0.004152543584785466,0.6914112700989771,0.06891389166536364
21100,0.0,0.2349382415091672,0.009238956352452374,0.6731279346042617,0.08269486753411873
21200,0.0,0.216588360340147,0.014391490411758013,0.6617161042669206,0.10730404498117431
21300,0.0,0.16228216718815872,0.016204392213746466,0.7016239187928084,0.11988952180528643
21400,0.0,0.10511638519742916,0.01541995643847724,0.7563208637580587,0.12314279460603485
21500,0.0,0.07086983126315051,0.013938937778100163,0.7977838519590975,0.11740737899965183
21600,0.0,0.06453129662792531,0.012374805717367465,0.8170191061663435,0.10607479148836378
21700,0.0,0.06529167117402686,0.011059563548817075,0.8236598997312975,0.09998886554585859
21800,0.0,0.06599409252228494,0.009300537534512312,0.8305487242380921,0.09415664570511059
21900,0.0,0.06255187707717608,0.006120666818254632,0.7867720592111633,0.1445553968934059
22000,0.0,0.04890527903466919,0.002428929455817531,0.6151263381741554,0.33353945333535784
22100,0.0,0.034582210665181544,0.00040460082859710263,0.4349720323108721,0.5300411561953492
22200,0.0,0.021974681982934077,0.0,0.2955971849440766,0.6824281330729892
22300,0.0,0.010991825869440815,0.0,0.22940328074034266,0.7596048933902164
22400,0.0,0.0043213657295595115,0.0,0.23422149472413636,0.7614571395463041
22500,0.0,0.003375173774527243,0.0,0.2840771701344993,0.7125476560909735
22600,0.0,0.003818268577140529,0.0,0.32190736200142006,0.6742743694214395
22700,0.0,0.004113409889401642,0.0,0.3489587909796367,0.6469277991309617
22800,0.0,0.004555045164474884,0.0,0.3897034637638842,0.6057414910716408
22900,0.0,0.005434404890742201,0.0,0.46844827819546203,0.5261173169137957
23000,0.0,0.006903457780708308,0.0,0.5988399228178943,0.3942566194013973
23100,0.0,0.03803257707233235,0.0,0.7509382769436523,0.2110291459840153
23200,0.0,0.12622024303700455,0.0,0.7585229416706762,0.11525681529231924
23300,0.0,0.18537376556759347,0.0,0.7305364211292388,0.08408981330316782
23400,0.0,0.21283075990242917,0.0013293755316568052,0.7219795127852224,0.0638603517806917
23500,0.0,0.2196454902190171,0.005829967879959386,0.7237382265495638,0.05078631535145963
23600,0.0,0.2210810962950911,0.011560981673792388,0.7257978371501813,0.041560084880935155
23700,0.0,0.22247471961342474,0.016755923443451698,0.7277780989519649,0.03299125799115859
23800,0.0,0.22426967137393944,0.02030184282698276,0.7317712446204213,0.02365724117865652
23900,0.0,0.22557982280154978,0.02349744234218766,0.7355753480550448,0.015347386801217814
24000,0.0,0.22520941957536267,0.030022552615837937,0.7343675295602896,0.010400498248509882
24100,0.0,0.21648832682650113,0.045036112328419385,0.7254097240469656,0.013065836798114003
24200,0.0,0.1731369547595762,0.07586497090131594,0.72794537713521,0.023052697203897906
24300,0.0,0.06381816177867107,0.11587699271418543,0.7814395157958396,0.038865329711303895
24400,0.0,0.010475864951060038,0.09069045099498549,0.8607656660825191,0.03806801797143535
24500,0.0,0.010954362471724354,0.05367816696608017,0.9039666923402757,0.031400778221919695
24600,0.0,0.011204402813545079,0.0329350472278924,0.9279651466420173,0.02789540331654502
24700,0.0,0.011226609639718436,0.02650811215721782,0.9320846721026416,0.030180606100422207
24800,0.0,0.011199960328790956,0.022391208317895636,0.9309608679119443,0.035447963441369044
24900,0.0,0.011161765247649488,0.016341397318125082,0.9289506596800042,0.043546177754221274
25000,0.0,0.013609105386871318,0.008549149066218285,0.923221132994273,0.05462061255263741
25100,0.0,0.023720312027849286,0.0016748167634755113,0.917020690686528,0.057584180522147324
25200,0.0,0.03586033910942212,0.0,0.909861149503147,0.05427851138743081
25300,0.0,0.044068954741115746,0.0,0.9067199715992637,0.049211073659620644
25400,0.0,0.04638973647663687,0.0,0.9122163636169054,0.041393899906457775
25500,0.0,0.0456450059367701,0.0,0.8946592771840859,0.05969571687914389
25600,0.0,0.04150407017906899,0.0,0.8128909412217241,0.14560498859920676
25700,0.0,0.036737460873196716,0.0,0.7195330245554977,0.24372951457130562
25800,0.0,0.0327509368602884,0.0,0.6414537122597526,0.32579535087995903
25900,0.0,0.028870139522450166,0.0,0.5654451428101708,0.405684717667379
26000,0.0,0.02363888968249484,0.0,0.4813839994715227,0.49497711084598245
26100,0.0,0.016781099063946713,0.0,0.4314847479814229,0.5517341529546304
26200,0.0,0.012166257373553277,0.0,0.45016272346102054,0.5376710191654261
26300,0.0,0.012901491166397517,0.0,0.5307146891309524,0.45638381970265013
26400,0.0,0.014325956430709847,0.0,0.5893113761477488,0.3963626674215414
26500,0.0,0.0140219914367342,0.0,0.5768074969291481,0.40917051163411766
26600,0.0,0.013004041923745338,0.0,0.534933208727179,0.4520627493490757
26700,0.0,0.011985089632063902,0.0,0.4930176703026401,0.494997240065296
26800,0.0,0.010803102797450703,0.0,0.44439555620760857,0.5448013409949407
26900,0.0,0.016697494592994862,0.0,0.3896783401376481,0.593624165269357
27000,0.0,0.04645149890156372,0.0,0.31959266572838496,0.6339558353700513
27100,0.0,0.092074119003614,0.0,0.23837716972636488,0.6695487112700211
27200,0.0,0.13706648936156898,0.0,0.1966999317570239,0.6662335788814071
27300,0.0,0.17216862570197308,0.0,0.23519323636706446,0.5926381379309623
27400,0.0,0.212236503267254,0.0,0.3151967807586831,0.47256671597406286
27500,0.0,0.27635254401127013,0.0,0.4326699989178098,0.29097745707092004
27600,0.0,0.35534153896638626,0.0,0.570032904982894,0.07462555605071965
27700,0.0,0.3779934344667346,0.0,0.6220065655332654,0.0
27800,0.0,0.3629607218988904,0.0,0.6370392781011097,0.0
27900,0.0,0.32735071350196027,0.0,0.6726492864980397,0.0
28000,0.0,0.3053850786647464,0.0,0.6946149213352535,0.0
28100,0.0,0.30618867228899316,0.0,0.693811327711007,0.0
28200,0.0,0.31177107165839285,0.0,0.6862220357697241,0.0020068925718831065
28300,0.0,0.31345250494097604,0.0,0.6779821433765862,0.008565351682437756
28400,0.0,0.31160348635771945,0.0,0.6716210321397025,0.01677548150257809
28500,0.0,0.3093189250902375,0.0,0.666696955665503,0.023984119244259486
28600,0.0,0.3078281187140526,0.0,0.6634837152464136,0.028688166039533884
28700,0.0,0.3066658760925732,0.0,0.6609786515253401,0.03235547238208659
28800,0.0,0.303769395277226,0.0,0.6577090751234083,0.03852152959936578
28900,0.0,0.29325981618575714,0.0,0.653178199116897,0.05356198469734587
29000,0.0,0.26100861761446825,0.0,0.6450713612784315,0.09392002110710031
29100,0.0,0.14213033803602237,0.0,0.6407619409135549,0.2171077210504228
29200,0.0,0.0,0.0,0.7352513893093842,0.26474861069061584
29300,0.0,0.0,0.0,0.8176277416149458,0.18237225838505422
29400,0.0,0.0,0.0,0.9034250759767976,0.09657492402320238
29500,0.0,0.0,0.0,0.9858920328585098,0.014107967141490109
29600,0.0,0.0,0.0,1.0,0.0
29700,0.0,0.0,0.0,1.0,0.0
29800,0.0,0.0,0.0,1.0,0.0
