purpose,h,arrival,departure
shopping,19.0,0.002597929261391274,0.0015314425871200224
shopping,20.0,0.0015136336443887758,0.0014203471160045718
shopping,23.0,0.000297456171485405,0.00029745617148540507
transport,6.0,8.601027699824404e-05,0.00012405128110390428
transport,7.0,0.004712702212026906,0.006922291064314873
transport,8.0,0.008362768657380353,0.006568798339828388
transport,9.0,0.0018184047734146676,0.0017766672513334705
transport,10.0,0.001196284141700039,0.0011496593742503852
transport,11.0,0.0006564484752543696,0.0014228216177114726
transport,12.0,0.003563323321165706,0.004131698851615138
transport,13.0,0.0047944497860648565,0.00417653292031188
transport,14.0,0.004653905536888965,0.006201827207626158
transport,15.0,0.007095252905931661,0.006286905778719636
transport,16.0,0.00546577904062747,0.004989492625484761
transport,17.0,0.0025736858598417933,0.001657350911919344
transport,18.0,0.0037396321650566087,0.003894245836344473
transport,19.0,0.0007834432051262586,0.00037755357259027303
transport,20.0,0.0004926488493457359,0.00038852524041215137
transport,21.0,7.368266674266807e-05,0.00014965843576398872
transport,22.0,0.000708801084507694,0.0006997550194883343
transport,23.0,0.0003226077981243897,0.00018199542737976096
work,0.0,0.00014846159336169727,0.0001484615933616973
work,2.0,0.00027482993948461844,0.0002748299394846185
work,3.0,0.00011966011532615127,0.0002703344711662954
work,4.0,0.0006309198913877604,0.0017841793017902572
work,5.0,0.0056258258586475264,0.0091991516099692
work,6.0,0.014755780913351668,0.024538617459798826
work,7.0,0.0379712675144519,0.038187122733761895
work,8.0,0.028019659150864348,0.021707462360977328
work,9.0,0.013725673088200467,0.006899879813643629
work,10.0,0.003101703130379864,0.0015296715889076308
work,11.0,0.001314745543673776,0.0020217964866709568
work,12.0,0.002190234216092379,0.0019540623421595276
work,13.0,0.0027684872727414545,0.0029957087441685906
work,14.0,0.0015670632838189332,0.0009042955496511428
work,15.0,0.0008678910687798256,0.0007072963110569403
work,16.0,0.0002235434538578806,0.00027318823692799816
work,17.0,0.0006192326201819277,0.0008867341845813859
work,18.0,0.0002306461507649432,4.6615018218140375e-05
work,19.0,0.00017378294092892132,0.0
work,20.0,0.0008290747824838932,0.0008290747824838933
work,21.0,0.00015682878064651756,0.00015682878064651759
work_business,5.0,0.0,3.966145168842057e-05
work_business,6.0,0.00035012924239093834,0.0005968032763612954
work_business,7.0,0.0014826939427246798,0.0014059486206866062
work_business,8.0,0.0019742807730037904,0.002134057910531688
work_business,9.0,0.002317887303921644,0.0023150692511247485
work_business,10.0,0.003376516428352226,0.00353911476128738
work_business,11.0,0.0015473044248326502,0.001657179711283872
work_business,12.0,0.0007977203012041845,0.0013556508041434817
work_business,13.0,0.0028804943228017835,0.002431790064703434
work_business,14.0,0.002750102442800036,0.002495139847718633
work_business,15.0,0.001693957200609242,0.0017750468194361682
work_business,16.0,0.0009296097335094589,0.0006018171093223376
work_business,17.0,0.0006356057447234355,0.0005006283203473116
work_business,18.0,0.0005163612700564777,0.00040475518229517437
work_business,19.0,0.00012026306165732958,0.0001202630616573296
work_business,20.0,0.0,0.000230852183718055
work_business,21.0,0.00023085218371805496,0.000230852183718055
work_business,22.0,0.00023085218371805496,0.0
